budget,imdb_id,original_language,runtime,revenue,genres1,genres2,genres3,prod1,prod2,prod3,weekday,month,year,day,cast1,cast2,cast3,cast4,cast5,director,producer,budget_log
4000000,tt0091954,3,111.0,50829,7,13,15,2459,1048,2274,4,11,1986,7,64,43476,54014,142844,90546,31493,2238,15.201805169084134
50000000,tt0264935,3,120.0,9307394,5,7,17,392,2371,1900,4,4,2002,19,18277,21343,30614,10692,51536,23393,23393,17.72753358339242
0,tt0841044,3,96.0,173641,4,15,0,24,1679,2130,4,2,2007,9,1146,6163,3872,19579,19580,1146,19619,0.0
70000000,tt0163187,3,116.0,35055556,4,15,0,1602,1185,2229,4,7,1999,30,1204,1205,3234,12931,1210,1201,18389,18.064005814299346
0,tt4768764,12,124.0,371754,1,4,5,2025,772,0,2,8,2015,5,68903,572225,84996,77188,1692997,86325,-1,0.0
3000000,tt0095863,3,97.0,3012285,1,12,16,2299,2016,2046,4,7,1988,8,6474,97939,79584,87127,41978,58245,58252,14.914123179965662
60000000,tt1034331,3,101.0,16288361,1,5,7,905,1023,1391,3,9,2008,11,380,17832,62644,1158,2680,18250,-1,17.909855136853043
30000000,tt0398712,3,109.0,6502724,17,0,0,1839,2404,1223,2,1,2005,19,569,2975,5168,49,70767,58324,1002161,17.216707972959764
200000000,tt0830515,3,106.0,67528882,2,1,17,691,0,0,3,10,2008,30,8784,18182,8789,5309,3753,12995,69678,19.11382792951231
130000000,tt1921064,3,105.0,10340823,1,2,11,1019,2242,618,1,2,2014,18,239019,530,70456,31164,51989,4014,17080,18.683045016112164
15000000,tt1142433,3,89.0,2651996,4,0,0,638,476,2166,4,8,2009,21,6279,70303,17289,43775,14837,12058,949132,16.52356082573315
0,tt0086508,3,105.0,3144367,1,2,7,1602,0,0,4,12,1983,16,193,10430,2493,723,27540,16544,61153,0.0
9000000,tt0434424,3,97.0,676048,4,15,0,1185,1055,446,4,8,2005,26,65561,4,27855,4441,54815,1045480,62511,16.012735246411598
0,tt0456554,3,94.0,3009341,4,0,0,2264,931,0,4,1,2006,6,1817,20818,20819,28778,59231,60149,32907,0.0
14000000,tt0192731,3,97.0,8505513,12,0,0,1548,1656,361,1,9,2000,19,41421,56045,18284,7678,18471,9039,11874,16.454567959008102
0,tt0259484,3,93.0,1328789,1,5,7,1832,601,1766,4,10,2002,25,65829,74191,327,6950,8687,80215,84932,0.0
9000000,tt1878870,3,104.0,4754215,4,7,0,885,1868,0,4,11,2016,18,130640,1286328,1224115,57755,26467,983909,57572,16.012735246411598
16000000,tt0838221,3,91.0,134938,2,7,4,813,1905,0,5,9,2007,29,887,17881,3490,1532,5657,5655,38804,16.588099342704055
12000000,tt2215719,3,93.0,7138266,6,13,0,1602,1015,1287,3,6,2012,28,111455,59919,82663,143742,1070777,1027018,6159,16.300417291085605
170000000,tt1843866,3,136.0,95023721,1,2,16,1334,0,0,3,3,2014,20,16828,2231,1245,4135,60898,19272,10850,18.951309000896888
0,tt0331632,3,93.0,29438331,14,9,2,1423,2371,0,2,3,2004,24,33260,11863,26457,1817,13922,1215,18953,0.0
19000000,tt3531824,3,96.0,9445456,14,2,5,1244,84,1137,2,7,2016,27,34847,54697,71815,148096,3196,142276,971840,16.759949589762293
125000000,tt2345759,3,110.0,31688375,17,1,2,2299,1913,1916,1,6,2017,6,500,934,82809,568657,543505,15345,58191,18.643824303266577
8000000,tt0102749,3,115.0,2458080,5,4,0,1402,1574,0,4,5,1991,3,2178,66804,59153,2047,15411,1103,-1,15.894952224644102
37000000,tt0097428,3,108.0,29472894,4,9,0,481,0,0,3,6,1989,15,1532,707,10205,1524,8872,8858,8858,17.426428497635523
17000000,tt0096332,3,171.0,202189,4,15,0,2177,0,0,4,2,1988,5,11856,1137,5313,9128,1640,648,5485,16.648723960844016
0,tt2992146,21,133.0,32795,1,5,9,425,979,0,4,9,2013,27,150899,993943,936431,138114,12672,26760,26760,0.0
80000000,tt0318155,3,90.0,9317371,3,4,8,1254,2372,2371,4,11,2003,14,18269,40279,67773,10669,58691,4600,66897,18.197537205138154
19800000,tt1371150,3,103.0,11558149,7,4,0,2027,11,2371,2,9,2014,10,23532,56323,1023139,9827,74541,17825,16731,16.801192546169812
40000000,tt1800241,3,138.0,740455,7,5,0,480,166,116,3,12,2013,12,3894,51329,9273,17604,72129,17883,1027025,17.50439003707821
210000000,tt0376994,3,104.0,102750665,2,1,16,1042,2264,621,2,5,2006,24,6968,4587,1327,2387,10696,11091,7626,19.162618093443648
7000000,tt1658801,3,103.0,37983,15,7,0,623,685,962,4,10,2015,2,1231,27578,4495,335,56680,71548,-1,15.76142084987672
20000000,tt0412536,3,133.0,339616,7,15,0,192,660,927,4,7,2008,25,1247,17064,39459,7056,5658,29226,1120551,16.811242881518265
15000000,tt0881891,3,99.0,11241214,4,0,0,638,807,800,4,9,2009,4,18277,19159,51329,83586,132078,78562,66513,16.52356082573315
0,tt0444781,3,150.0,145780,7,4,15,0,0,0,4,11,2005,25,35070,78245,81927,85730,85033,85387,1013084,0.0
0,tt0273253,3,88.0,43695,4,0,0,0,0,0,4,9,2001,7,1052923,100824,1052929,1052925,116913,1052923,1052923,0.0
80000000,tt0425061,3,110.0,38683480,1,4,17,2332,166,1423,3,6,2008,19,4495,1813,18918,1903,28641,13426,71079,18.197537205138154
0,tt0093148,3,110.0,4154740,4,8,9,2299,92,0,4,6,1987,5,12074,4778,56509,56510,1109,56506,52042,0.0
0,tt0102220,3,95.0,4348165,14,17,5,2299,1048,1139,4,4,1991,26,2876,586,2201,6587,124824,67752,1460574,0.0
48000000,tt0808510,3,101.0,14010409,4,8,9,638,639,2262,3,1,2010,14,18918,39189,15852,5823,116131,15045,-1,17.6867115897055
30000000,tt0090264,3,131.0,10687114,2,1,17,691,0,0,4,5,1985,24,10222,4690,10660,10661,10662,10179,69678,17.216707972959764
180000000,tt0385752,3,113.0,25783232,2,9,0,1476,1042,580,1,12,2007,4,45589,2227,8784,16431,10912,3288,23421,19.00846741441004
6500000,tt0359423,3,96.0,64728,15,7,0,1148,936,0,4,7,2004,23,72466,424,32,5606,4442,50460,3999,15.687312888712007
56000000,tt0279111,3,214.0,4675246,7,11,18,2375,2260,120,4,2,2003,21,32747,8447,3087,27116,2878,66088,66088,17.840862266556567
12000000,tt0119396,3,154.0,9292248,4,5,15,1402,0,0,2,12,1997,24,2230,2231,5694,2233,2232,138,2545,16.300417291085605
0,tt1223236,3,89.0,6003200,6,8,2,609,0,0,4,4,2011,22,2231,-1,-1,-1,-1,227452,227453,0.0
12000000,tt2436386,3,106.0,8310252,16,17,0,1602,1287,1667,3,1,2015,29,928575,1279279,515628,57191,76412,1099862,54844,16.300417291085605
5000000,tt2473682,3,84.0,18343611,12,17,0,287,1844,1996,2,1,2014,1,1746117,1105711,1116973,18300,188347,54248,90591,15.424948670398354
25000000,tt0414982,3,93.0,19173094,12,14,0,1476,2464,1173,4,2,2006,10,17628,57136,20176,57137,37700,57134,57134,17.034386422832473
65000000,tt0120663,3,159.0,21706163,14,7,0,967,1680,2038,2,7,1999,14,500,2227,5006,5007,2226,240,5015,17.989897843244528
0,tt0114496,3,106.0,11115697,4,0,0,2027,2371,941,4,8,1995,4,1204,6065,3087,4800,26467,5306,12020,0.0
0,tt1462769,3,105.0,10822903,9,7,4,2366,0,0,2,8,2012,15,9278,33192,17402,14892,1107800,3290,-1,0.0
175000000,tt0413099,3,96.0,31192615,9,4,8,480,2299,2029,5,6,2007,9,4495,16858,1230,6860,8265,4499,11874,18.980296537602072
83000000,tt0158622,3,90.0,10518435,16,4,8,2299,92,0,4,4,2000,28,13633,9045,13635,13636,13637,13581,13619,18.234351177809064
40000000,tt1086772,3,117.0,14284031,4,0,0,931,1132,2371,2,5,2014,21,69597,19292,63234,98285,53256,57370,20821,17.50439003707821
28000000,tt0118747,3,123.0,6129615,13,1,4,2299,0,0,3,2,1998,5,707,1230,3977,69924,44999,4610,707,17.147715103853763
10000000,tt0101757,3,105.0,4233415,4,8,0,1366,972,439,4,6,1991,7,18979,593,2694,56145,20211,18356,-1,16.118095750958314
20000000,tt0800308,3,115.0,248847,7,19,5,1476,907,186,4,9,2008,12,110,228,9137,16940,9191,228,18135,16.811242881518265
30000000,tt0114857,3,106.0,8309869,1,5,16,1602,0,0,4,8,1995,4,5292,934,6473,4520,57093,57090,3953,17.216707972959764
0,tt3844362,3,80.0,53022,14,4,0,641,856,0,4,6,2015,19,36801,221809,17881,73937,1699474,1155547,1678071,0.0
40000000,tt0327247,3,98.0,6685381,4,17,5,422,819,1282,2,4,2004,7,62,14408,2956,7166,1479,26502,21220,17.50439003707821
1500000,tt0357110,3,111.0,59459,7,0,0,674,1047,996,4,3,2005,25,11856,38670,2229,153516,17142,41670,-1,14.220976332738882
0,tt0476805,7,138.0,75556,4,5,0,1640,0,0,4,3,2006,10,84957,85033,11851,86017,86225,80387,85599,0.0
35000000,tt0467197,3,100.0,17639849,1,0,0,638,777,477,2,10,2008,15,13240,18973,2222,8171,5577,12028,63989,17.370858648025116
0,tt0111693,3,126.0,651700,7,15,0,2229,0,0,4,4,1994,29,1271,5344,9560,53930,1233,46085,58408,0.0
40000000,tt0104257,3,138.0,15517468,7,0,0,550,0,0,4,12,1992,11,500,514,3416,4724,7166,3026,5322,17.50439003707821
42000000,tt0100507,3,104.0,14073170,7,0,0,2290,0,0,3,10,1990,18,16483,3094,4521,16660,16523,16513,11472,17.553180200057167
4000000,tt0114371,3,90.0,26522,1,4,7,1523,1509,178,6,1,1995,1,1241,4690,569,2165,1032,1151553,1521771,15.201805169084134
24000000,tt0124315,3,126.0,110098,7,0,0,1402,1497,761,4,12,1999,17,2219,6885,18792,22226,3895,5306,18783,16.993564429978885
28000000,tt0096463,3,114.0,4718485,4,7,15,2264,0,0,1,12,1988,20,3,29369,10205,7447,3234,5342,931,17.147715103853763
9000000,tt0089941,3,111.0,2601480,1,17,0,367,867,1503,4,11,1985,15,10127,21315,28412,31115,15213,58728,33008,16.012735246411598
0,tt1196948,3,108.0,7973,1,4,7,292,1352,0,5,2,2013,9,10959,38940,1019,1844,10989,1140271,-1,0.0
58000000,tt0087089,3,127.0,2903603,13,7,5,1551,1569,2228,4,12,1984,14,1205,66804,2882,62127,382,1776,12288,17.87595358575207
85000000,tt1599348,3,115.0,40172720,1,17,0,2299,578,1789,3,2,2012,9,5292,10859,21657,92404,2039,125738,19282,18.258161826219297
0,tt2265398,3,90.0,19505,15,7,0,335,0,0,4,8,2013,23,59315,543505,84223,17402,101542,40863,1273859,0.0
9000000,tt0088256,3,100.0,3091670,5,7,15,1602,0,0,4,10,1984,19,1159,35340,20211,16560,4003,27538,771,16.012735246411598
120000000,tt1430132,3,126.0,53113752,1,16,2,2264,621,1332,1,7,2013,23,6968,9195,10696,10884,1156024,366,7200,18.603002309079653
5952000,tt0086541,3,87.0,1194175,12,14,16,2299,731,910,4,2,1983,4,4512,12482,102,12483,12485,224,12476,15.599238023505803
80000000,tt2025690,3,114.0,10288932,1,7,11,2366,2399,242,0,1,2016,25,62064,1893,11107,8783,302165,50767,67682,18.197537205138154
40000000,tt0160009,3,117.0,10410993,5,1,2,93,819,2371,2,8,2000,23,10814,55636,7868,10427,2712,25735,61703,17.50439003707821
40000000,tt1155076,3,140.0,55665805,1,2,7,480,1107,427,3,6,2010,10,120724,18897,40036,120725,120726,21981,46080,17.50439003707821
0,tt0347304,7,186.0,758211,4,7,0,592,0,0,3,11,2003,27,35742,35745,35747,35743,35754,35735,35737,0.0
10000000,tt0095593,3,104.0,3231056,4,5,15,1551,1446,1552,4,8,1988,19,1160,8654,17485,7447,923,16294,16298,16.118095750958314
5000000,tt0095271,3,88.0,6831250,12,17,0,601,0,0,4,10,1988,21,9221,62589,21320,69129,15993,56998,652,15.424948670398354
37000000,tt0119210,3,118.0,2704568,1,2,14,1602,1573,1857,4,10,1997,31,6065,2047,8655,67805,7134,7671,869,17.426428497635523
67000000,tt0116830,3,101.0,7010333,1,5,7,1476,1372,0,4,9,1996,20,62,6905,590,4690,1737,1723,21636,18.020203192280615
19000000,tt0119896,3,105.0,7809026,4,15,0,2264,18,0,4,8,1997,1,4491,12217,4724,3019,7796,58463,58467,16.759949589762293
60000000,tt0138524,3,100.0,12525075,5,4,15,1015,2299,1385,1,9,2003,2,1461,1922,52995,118,28633,1223,44482,17.909855136853043
35000000,tt0120841,3,93.0,7274008,16,1,12,1369,0,0,4,4,1998,10,147,57395,19838,34,10477,21377,49284,17.370858648025116
0,tt0112453,3,78.0,1519755,8,3,2,2299,92,91,4,12,1995,22,4724,382,2233,12077,110001,21879,489,0.0
5000000,tt0097053,3,83.0,2636118,7,8,0,0,0,0,4,8,1989,18,56145,171213,163567,240606,181785,186518,-1,15.424948670398354
30000000,tt0098382,3,107.0,17375648,16,1,2,1602,0,0,4,6,1989,9,1748,1749,1750,1751,1752,1748,1791,17.216707972959764
45000000,tt0257106,3,83.0,20503356,4,0,0,871,2381,601,2,7,2001,4,1772,9562,35768,35690,212,35689,35696,17.622173069956816
100000000,tt0993846,3,180.0,18361578,5,7,4,1602,129,646,2,12,2013,25,-1,-1,-1,-1,-1,-1,-1,18.420680753952364
40000000,tt1038919,3,110.0,20686423,1,0,0,480,1548,1789,1,3,2010,16,17276,4491,114144,6751,88550,17167,11874,17.50439003707821
25000000,tt0111161,3,142.0,727327,7,5,0,392,2371,0,4,9,1994,23,504,192,4029,6574,6576,4027,4028,17.034386422832473
15000000,tt2091473,3,106.0,173915,7,0,0,1613,1013,794,6,9,2012,23,1892,17697,3910,14892,155,5216,17697,16.52356082573315
35000000,tt0762114,3,91.0,10422258,4,0,0,2332,1831,2371,2,7,2007,4,2157,16855,17697,29020,15286,29009,29015,17.370858648025116
0,tt0800027,3,101.0,1707967,4,7,15,1185,1801,902,4,9,2007,28,192,17141,8329,21029,11826,6729,3954,0.0
42000000,tt1568338,3,102.0,8001932,1,17,5,2074,593,0,4,1,2012,13,65731,9281,478,228,12833,72344,24309,17.553180200057167
20000000,tt1121931,3,96.0,6963565,1,17,5,1185,1244,1750,3,4,2009,16,976,20189,20309,20190,168974,20193,3955,16.811242881518265
13000000,tt0099253,3,84.0,10718520,7,12,0,2299,0,0,4,11,1990,9,65683,14464,26283,39113,1370,65678,13596,16.380459992348886
32000000,tt0117333,3,123.0,16158901,7,9,15,2229,0,0,4,7,1996,5,8891,26467,2178,3087,12645,12962,17797,17.281246492014
52000000,tt0112384,3,140.0,25353380,7,0,0,1015,2299,0,4,6,1995,30,31,2053,4724,33,228,6159,339,17.76675429577647
60000000,tt1220634,3,97.0,26650264,1,2,12,1019,557,490,3,9,2010,9,63,3972,17303,8335,114760,4014,1126355,17.909855136853043
8000000,tt1095174,3,97.0,6741530,4,0,0,1244,664,693,4,1,2009,30,9137,18688,18999,6751,62250,130128,1131840,15.894952224644102
130000000,tt0983193,3,107.0,9720993,2,3,14,1602,480,2419,1,10,2011,25,478,1333,8784,11109,11108,488,1102139,18.683045016112164
75000000,tt0277434,3,138.0,20212543,1,11,18,1003,2398,1426,4,3,2002,1,2461,17141,289,16431,21594,2460,8747,18.132998684833918
0,tt0084237,3,92.0,2250000,9,3,8,2225,1762,1025,4,11,1982,19,1903,1229,12021,63998,14730,16411,16411,0.0
53000000,tt0118617,3,94.0,120541,3,8,0,2264,808,811,3,11,1997,20,5344,3036,1062,14730,5587,40345,1114889,17.78580249038432
40000000,tt0396269,3,119.0,33900720,4,15,0,1476,2109,182,3,7,2005,14,887,4937,4690,53714,52848,42994,57822,17.50439003707821
0,tt0172627,3,106.0,488342,7,15,0,1476,478,0,3,10,1999,7,3035,2956,54789,1234,17402,21136,1092343,0.0
105000000,tt2017020,3,105.0,17548389,9,8,4,480,2001,1144,1,7,2013,30,5587,41686,2039,34195,13593,1215,-1,18.46947091764561
28000000,tt1837703,3,128.0,1673351,7,17,0,634,1613,1792,4,10,2013,11,71580,3872,53650,11207,227454,15557,41331,17.147715103853763
35000000,tt0880578,3,101.0,11354069,7,0,0,1185,474,1909,1,1,2008,22,2882,21029,3492,33528,54782,17812,54774,17.370858648025116
40000000,tt0134084,3,116.0,34713342,12,14,0,1158,513,601,3,2,2000,3,15234,9206,14405,18352,35595,5140,26458,17.50439003707821
75000000,tt0372183,3,108.0,52521865,1,7,17,2299,2162,990,4,7,2004,23,1892,679,1248,12041,1372,25598,25604,18.132998684833918
0,tt1477837,3,87.0,302968,4,0,0,58,0,0,4,2,2011,11,8256,27105,10205,4764,52997,61069,-1,0.0
40000000,tt0432283,3,87.0,265900,2,3,4,2264,1785,1029,4,10,2009,23,1461,5064,17881,1532,486,5655,-1,17.50439003707821
50000000,tt0387877,3,121.0,10005895,7,0,0,2299,557,1961,4,9,2006,15,2299,1245,6383,448,18658,1150,57901,17.72753358339242
0,tt0101606,3,98.0,533610,1,17,0,1369,0,0,4,9,1991,6,193,79952,2115,12646,1473,1788,-1,0.0
17000000,tt0092563,3,113.0,3688721,12,14,17,2242,2420,385,4,3,1987,6,2295,380,3232,44079,9170,9168,9169,16.648723960844016
29000000,tt0285823,3,102.0,23424118,1,0,0,481,601,2253,3,9,2003,11,3131,3136,85,8170,2295,2294,2294,17.182806422433504
2000000,tt0290212,3,96.0,739834,4,7,15,1402,1685,1416,4,8,2002,2,12640,18070,2229,1980,11076,1884,119665,14.508658238524095
15000000,tt0419294,3,121.0,23859,2,5,7,2161,708,0,3,11,2005,17,2176,12834,20309,31717,6832,2176,46813,16.52356082573315
50000000,tt0242445,3,101.0,18485586,1,5,17,2332,1453,2371,1,3,2001,13,23880,21355,21353,18471,1103,10765,57526,17.72753358339242
40000000,tt0763831,3,91.0,6176280,7,4,0,1602,634,1894,2,3,2012,7,776,19,7248,54729,11703,53177,993236,17.50439003707821
67000000,tt0462396,3,102.0,2746312,1,2,9,1042,1735,602,3,4,2007,19,5472,2282,87773,3064,9013,58656,19051,18.020203192280615
140000000,tt0325980,3,143.0,46630690,2,9,1,2366,1106,0,2,7,2003,9,85,118,114,116,1709,1704,770,18.757152987716434
134005,tt1541995,3,104.0,134005,7,11,0,994,0,0,4,7,2011,15,109432,63436,6968,69033,15170,39819,1380436,11.80563985405003
9900000,tt4160708,3,88.0,26411706,5,12,17,857,2007,1909,3,8,2016,25,530618,112476,1172147,32747,1451101,932248,11359,16.108045416114916
15000000,tt0109040,3,86.0,12115105,4,14,0,2371,1421,0,4,2,1994,4,206,586,14405,31004,1223629,4499,4700,16.52356082573315
50000000,tt0377109,3,110.0,35065237,7,12,17,631,240,1608,3,3,2005,17,3489,1284159,20,26292,21163,26875,8701,17.72753358339242
0,tt0107501,3,114.0,4026775,7,0,0,1003,2371,0,2,8,1993,25,2461,6408,60700,65409,12930,2461,2487,0.0
15000000,tt1764234,3,97.0,6812900,5,17,0,1665,7,116,3,9,2012,20,287,59233,77335,4691,11477,37618,566962,16.52356082573315
100000000,tt0116213,3,115.0,24566446,1,7,14,1159,2371,0,4,6,1996,21,1100,3085,27011,5563,7866,26713,10764,18.420680753952364
31000000,tt0115685,3,117.0,18275828,4,0,0,2290,0,0,4,3,1996,8,2157,193,78729,1902,31511,5342,5342,17.249497794707484
21000000,tt0179098,3,117.0,329771,15,7,0,1723,2229,987,0,9,2002,9,131,4483,4038,129658,9280,11887,11887,16.860033043306743
70000000,tt2302755,3,120.0,30373794,1,17,0,1509,1391,0,2,3,2013,20,17276,6383,9780,192,8329,20907,582624,18.064005814299346
10000000,tt0412019,3,105.0,780408,4,7,14,199,794,785,1,5,2005,17,1532,1146,4430,3063,4431,4429,4449,16.118095750958314
33000000,tt2823054,3,98.0,16628170,4,0,0,2264,417,2097,3,7,2016,7,29222,212604,84223,119592,1429453,1061773,36427,17.312018149733785
160000000,tt0120179,3,121.0,16158942,1,2,17,2264,282,0,4,6,1997,13,18277,12261,5293,7242,15105,2209,59949,18.8906843794481
200000000,tt3896198,3,137.0,146510104,1,2,4,2366,1334,0,2,4,2017,19,73457,8691,543530,12835,51329,15218,10850,19.11382792951231
7000000,tt0095497,3,164.0,401211,7,0,0,2299,444,0,4,8,1988,12,5293,1037,10767,7487,5048,1032,7170,15.76142084987672
0,tt1992156,10,94.0,2583,7,0,0,0,0,0,4,9,2013,6,1040061,585,588207,125701,1138749,229285,-1,0.0
20000000,tt0795461,3,86.0,14157367,4,0,0,601,0,0,3,4,2013,11,35548,67600,6952,49265,451684,72024,-1,16.811242881518265
27000000,tt0276751,3,101.0,8557630,7,4,15,2299,0,0,4,4,2002,26,3291,3292,3051,3293,3294,3289,3305,17.11134746100564
42000000,tt1032751,3,100.0,3048665,2,9,1,294,0,0,3,12,2010,2,7517,16962,118,6413,69636,141169,1128837,17.553180200057167
160000000,tt0338526,3,132.0,51748040,12,2,1,2299,2054,1997,2,5,2004,5,6968,3967,12206,1371,96892,7775,7784,18.8906843794481
380000000,tt1298650,3,136.0,90151958,2,1,9,2366,1106,1431,5,5,2011,14,85,955,6972,2449,118,17633,770,19.755681813316283
0,tt0098105,3,84.0,4032480,4,5,0,2371,0,0,3,3,1989,9,57349,57353,14672,22252,27237,14987,12991,0.0
25000000,tt0924129,3,113.0,77370,5,7,0,1143,1430,344,4,2,2009,27,3,11477,15852,38941,7248,19000,-1,17.034386422832473
60000000,tt1321870,3,113.0,17070347,5,7,1,2332,1235,2371,3,1,2013,10,16851,30614,1733,54693,2228,91268,928546,17.909855136853043
0,tt0437232,3,101.0,2026997,1,7,17,1399,2068,2431,4,10,2006,27,504,15543,15544,15545,15546,13015,15540,0.0
5000000,tt2034139,3,88.0,7728354,12,17,0,2069,346,0,3,2,2013,28,120248,936970,141226,4012,990136,557179,-1,15.424948670398354
8000000,tt0095519,3,90.0,3850934,4,8,0,2264,556,0,2,7,1988,6,17444,3034,10556,69122,15416,17309,-1,15.894952224644102
0,tt1845773,3,91.0,41104,6,0,0,0,0,0,3,6,2012,14,1081077,1074554,-1,-1,-1,531211,-1,0.0
40000000,tt0421729,3,99.0,27736056,4,5,0,2264,1785,694,3,1,2006,26,78029,9781,6108,69899,11889,61175,17313,17.50439003707821
27000000,tt0110763,3,80.0,4188399,9,16,8,2264,2261,0,2,11,1994,23,11510,1062,2387,2395,947355,1164376,-1,17.11134746100564
10000000,tt0499554,3,84.0,10273477,1,2,4,1602,623,1108,4,2,2007,23,42200,518,59413,59784,63232,59413,63229,16.118095750958314
14000000,tt0114825,3,100.0,7045379,4,12,15,1602,0,0,3,10,1995,26,776,9780,32486,66554,56902,5140,776,16.454567959008102
68000000,tt0285531,3,136.0,15027423,7,12,16,2332,392,1453,4,3,2003,21,192,11155,11662,20186,18082,8844,16329,18.035018277846262
8000000,tt0092005,3,89.0,242795,5,7,0,480,57,2138,4,8,1986,22,3033,741,3034,3035,2628,3026,3030,15.894952224644102
50000000,tt0362270,3,119.0,113085,2,4,7,2229,95,0,4,12,2004,10,1532,5657,112,5293,887,5655,5665,17.72753358339242
0,tt0113305,3,127.0,13276662,15,7,5,481,1473,0,2,1,1995,11,4987,56128,4688,6161,9778,6482,73834,0.0
50000000,tt0115857,3,107.0,7545944,1,7,16,2264,424,2457,4,8,1996,2,6384,192,3293,10430,14721,12989,12989,17.72753358339242
103000000,tt1951261,3,100.0,41671198,4,0,0,1212,899,0,3,5,2013,23,51329,27105,58225,21180,83586,57130,57132,18.450239555902648
0,tt2872462,3,84.0,93206,4,0,0,813,1745,0,4,8,2015,14,45400,1345418,1388548,66260,1196536,5656,1300796,0.0
24000000,tt0092007,3,119.0,16881888,16,2,0,1602,0,0,1,11,1986,25,1748,1749,1750,1751,1752,1749,1791,16.993564429978885
20000000,tt0315733,3,124.0,274454,7,5,17,2188,2442,1353,5,9,2003,6,2228,3489,1121,6413,6830,223,273,16.811242881518265
72000000,tt0272020,3,131.0,7088213,1,7,17,634,0,0,4,10,2001,19,4135,4691,103,21530,18792,21526,1460574,18.09217669086922
25000000,tt0327056,3,138.0,640815,17,5,7,2332,1312,1453,1,10,2003,7,2228,504,4724,2975,4726,190,4746,17.034386422832473
0,tt0091777,3,83.0,9049586,4,5,0,2371,1681,0,3,3,1986,20,26472,57349,57353,14672,95024,41720,33096,0.0
70000000,tt0251114,3,125.0,7771753,7,18,0,551,422,1369,4,2,2002,15,62,72466,18288,15320,6614,17812,65724,18.064005814299346
0,tt0103872,3,92.0,504057,4,0,0,1602,0,0,4,4,1992,17,141450,104414,1241,107983,23893,17494,4506,0.0
13000000,tt1814621,3,107.0,6154984,4,7,15,794,0,0,3,3,2013,21,56323,22226,3968,10437,12900,3289,57245,16.380459992348886
47000000,tt0103594,3,154.0,3002680,1,2,7,1602,842,817,4,10,1992,9,16927,23346,10205,11628,3822,578,1102072,17.665658180950928
10000000,tt0165854,3,89.0,187122,1,5,7,149,0,0,5,5,1999,15,28641,21818,40481,27860,29915,1884,65272,16.118095750958314
5000000,tt0120906,3,116.0,434840,4,5,14,392,481,1320,4,1,1998,30,8984,7399,31070,21165,15276,51851,79666,15.424948670398354
44000000,tt1438254,3,99.0,12381585,7,0,0,2299,1322,1789,5,5,2010,1,29222,58370,49918,3309,10825,58552,23485,17.599700214609808
